Income,LoanAmount,CreditScore,DebtToIncomeRatio
-1.2716646565802847,-0.7447357805409884,1.1136935010785116,-0.7290057198424503
-1.698694434538934,0.026258017495152646,-1.251560637155527,0.70932332242199
1.2415921531142122,0.9436507297710309,-0.8120513107355101,-1.7509763551356055
1.7043626222311015,-1.2982481635186054,1.2698349723066755,-0.42619960568151566
1.4295595960536271,1.4897411145615889,0.6510521048469148,-0.6154534270320998
0.4731958857649829,1.167491447821649,0.8071935760750788,-1.1453641268137358
-0.15395317012688275,-0.29702060808435693,0.05540130719873395,0.25511415118058783
-1.5441516859707052,0.6491998198771661,0.5758728779592803,0.06586032983000342
0.6323420353543932,0.580563204824569,1.217787815230621,0.8607263795024571
-0.6598126165041458,1.1605080222547344,-0.2800137050691737,-0.7290057198424503
0.7785071659151307,0.6511396603124202,-1.3787870211192161,-0.842558012652801
1.4998686837001165,-0.6275188137185511,-1.4539662480068507,-1.1075133625436189
-0.4614660768523781,-1.1571121207206008,-0.8351833805470898,-0.9182595411930347
-0.000211013040598381,0.4175491355524385,-0.4535042286560225,0.3686664439909385
-1.265145554513022,0.350413788314951,-1.4250511607423757,-0.23694578433093125
-0.5484160303021439,-0.09580011632657087,-1.3383058989489514,-1.5238717695149042
0.1987359702226277,-0.8406482389310271,1.2929670421182553,-0.804707248382684
0.13008525064588067,-1.1183490483709158,0.7377973666403392,-0.804707248382684
-1.701296356855254,-0.11475994805896685,-1.0433720088513085,0.898577143772574
-0.015307880985838879,-0.5526241047400474,1.5474198100456336,0.9364279080426909
0.07676013943778688,1.4518889238075883,1.055863326549562,-1.1832148910838527
0.1330874687031728,-1.2830668035905302,-1.5869756494234346,2.0341000718760798
0.2201231998117184,1.5362466804745922,-0.3551929319568082,-0.7290057198424503
-1.5714289814626738,-0.8213341754669761,1.2929670421182553,1.9583985433358462
1.2318992776720976,0.22843999538171678,0.6857502095642846,-0.19909502006081456
1.271042482628602,1.3143964073923218,0.6568351222998098,-1.637424062325255
0.6528714883556861,-1.25199562027107,-0.41880612393865274,-0.42619960568151566
-0.18766379002733455,-0.7651294073777026,-1.529145474894485,0.6336217938817563
0.7158036973471147,0.09497897343623911,1.050080309096667,0.8228756152323407
-0.902877908933103,-1.4294151132971737,-0.22218353054022413,0.25511415118058783
0.3334354870598019,-0.5088343154363998,-1.0607210612099933,-0.04769196298034702
0.9362808729640645,-1.054418654896022,1.1888727279661462,0.3308156797208216
1.335261356501727,-1.036656463780174,0.7377973666403392,0.48221873680128874
-0.9896563070653094,-0.04990180481069059,-0.2800137050691737,-1.4481702409746704
0.6921576560768232,-1.2902189109344233,-0.6269947522428713,-0.3504980771412819
-1.1962946870657887,0.01772271958003489,1.5127217053282638,-0.842558012652801
-1.6447402871664552,-1.2410144365897622,-1.407702108383691,1.277084786473743
-0.03203452444789511,1.838962997440409,1.4201934260819444,0.028009565559886537
0.1559615110444463,1.4239214851845345,-0.6906079442247158,1.9583985433358462
0.6971899453919035,0.9089697564242284,-0.21061749563443422,-0.23694578433093125
-0.7004426342128328,-0.8048202295007699,-1.1185512357389429,1.3527863150139763
1.689122791521228,-0.5826663292199382,-1.4539662480068507,1.277084786473743
0.20485477654891837,1.7971973894605047,0.3503351972963769,-1.1832148910838527
-0.09676806427369906,0.48910394534676566,0.2982880402203223,0.17941262264035407
0.18678428309931233,-0.6202823654861687,1.3103160944769403,0.898577143772574
-0.8211603926689036,-0.758770104385609,0.3965993369195366,1.5041893720944437
1.5996281008609954,-1.4032357015100934,1.1194765185314066,-0.5019011342217492
-1.3975004820102155,0.5801752367375181,-0.2800137050691737,-0.9182595411930347
0.25223263674828106,1.8202055838403872,-0.517117420637867,0.9364279080426909
-1.6120589991713608,0.809852344271596,-0.3147118097865435,1.3149355507438598
